id,sex,age,order,boxtype,sessiontype,sessionno,trialno,correct,trialtype,phase
Junon,f,18,stickfirst,blue,pattern-transfer,1,7,1,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,1,8,1,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,2,9,1,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,2,10,1,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,2,11,1,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,2,12,1,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,2,13,1,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,2,14,0,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,2,15,1,food,2
Junon,f,18,stickfirst,blue,pattern-transfer,2,16,0,food,2
Hazel,f,5,foodfirst,pink,pattern-transfer,1,1,0,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,1,2,1,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,1,3,1,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,1,4,0,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,1,5,1,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,1,6,0,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,1,7,0,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,1,8,1,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,2,9,1,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,2,10,0,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,2,11,0,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,2,12,1,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,2,13,1,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,2,14,0,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,2,15,1,stick,2
Hazel,f,5,foodfirst,pink,pattern-transfer,2,16,0,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,1,1,1,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,1,2,0,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,1,3,1,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,1,4,1,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,1,5,0,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,1,6,1,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,1,7,1,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,1,8,0,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,2,9,0,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,2,10,1,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,2,11,1,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,2,12,0,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,2,13,0,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,2,14,1,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,2,15,0,stick,2
Luna,f,7,foodfirst,pink,pattern-transfer,2,16,0,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,1,1,0,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,1,2,1,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,1,3,1,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,1,4,0,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,1,5,1,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,1,6,0,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,1,7,0,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,1,8,1,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,2,9,1,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,2,10,0,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,2,11,0,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,2,12,1,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,2,13,1,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,2,14,0,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,2,15,1,stick,2
Rosa,f,8,foodfirst,pink,pattern-transfer,2,16,0,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,1,1,0,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,1,2,1,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,1,3,1,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,1,4,0,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,1,5,1,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,1,6,1,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,1,7,0,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,1,8,0,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,2,9,1,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,2,10,0,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,2,11,1,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,2,12,1,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,2,13,0,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,2,14,0,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,2,15,0,stick,2
Inti,m,9,foodfirst,pink,pattern-transfer,2,16,0,stick,2
Torres,m,7,stickfirst,blue,pattern-transfer,1,1,0,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,1,2,1,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,1,3,0,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,1,4,0,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,1,5,1,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,1,6,1,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,1,7,1,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,1,8,0,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,2,9,1,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,2,10,0,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,2,11,1,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,2,12,0,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,2,13,0,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,2,14,1,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,2,15,0,food,2
Torres,m,7,stickfirst,blue,pattern-transfer,2,16,1,food,2
Alba,f,6,foodfirst,blue,pattern-transfer,1,1,0,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,1,2,1,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,1,3,1,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,1,4,1,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,1,5,1,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,1,6,0,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,1,7,0,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,1,8,1,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,2,9,1,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,2,10,0,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,2,11,0,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,2,12,1,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,2,13,1,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,2,14,0,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,2,15,1,stick,2
Alba,f,6,foodfirst,blue,pattern-transfer,2,16,0,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,1,1,0,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,1,2,0,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,1,3,1,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,1,4,0,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,1,5,1,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,1,6,1,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,1,7,0,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,1,8,1,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,2,9,1,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,2,10,0,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,2,11,0,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,2,12,1,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,2,13,1,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,2,14,0,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,2,15,1,stick,2
Ximo,m,8,foodfirst,blue,pattern-transfer,2,16,0,stick,2
Bear,m,5,stickfirst,blue,pattern-transfer,1,1,0,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,1,2,1,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,1,3,1,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,1,4,0,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,1,5,1,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,1,6,0,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,1,7,0,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,1,8,1,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,2,9,1,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,2,10,0,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,2,11,0,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,2,12,1,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,2,13,1,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,2,14,0,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,2,15,1,food,2
Bear,m,5,stickfirst,blue,pattern-transfer,2,16,0,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,1,1,1,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,1,2,0,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,1,3,1,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,1,4,1,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,1,5,0,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,1,6,1,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,1,7,1,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,1,8,0,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,2,9,0,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,2,10,1,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,2,11,1,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,2,12,0,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,2,13,0,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,2,14,1,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,2,15,0,food,2
Figo,m,12,stickfirst,blue,pattern-transfer,2,16,1,food,2
